participant_id,plan_type,industry,region,age,tenure_years,annual_salary,contribution_rate,annual_contribution,account_balance,plan_funded_ratio,projected_balance_at_65,est_monthly_benefit,replacement_ratio,readiness
100239,Defined Benefit Pension,Healthcare,West,53,10,28000,0.0559,1565,30969,0.636,88717,2066,0.885,On Track
100240,Annuity,Manufacturing,West,59,9.3,45178,0.0495,2236,23231,0.812,48550,1291,0.343,Off Track
100241,401(k),Healthcare,West,49,15.2,63342,0.1077,6822,112309,1.016,460442,3118,0.591,At Risk
100242,Defined Benefit Pension,Education,Southwest,65,12.2,68333,0.0528,3608,34082,0.855,34082,2864,0.503,Off Track
100243,401(k),Transportation,Southeast,36,8.5,64316,0.0458,2946,45947,0.754,465902,3161,0.59,At Risk
100244,401(k),Healthcare,Northeast,44,4,69217,0.0998,6908,38712,0.841,407874,3090,0.536,Off Track
100245,Annuity,Construction,Midwest,42,19.6,52707,0.0663,3494,69172,1.013,428423,2746,0.625,At Risk
100246,401(k),Manufacturing,Northeast,56,20.4,108052,0.1302,14068,367651,0.923,782798,4943,0.549,Off Track
100247,Defined Benefit Pension,Retail,Southeast,31,3.5,43988,0.058,2551,25610,0.771,451472,4667,1.273,On Track
100248,Defined Benefit Pension,Education,West,65,8.8,92845,0.0439,4076,60909,0.919,60909,3545,0.458,Off Track
100249,401(k),Retail,Midwest,55,17.3,90973,0.1377,12527,267566,0.819,644286,4422,0.583,At Risk
100250,401(k),Construction,West,69,2.9,45461,0.0703,3196,500,0.714,500,1138,0.3,Off Track
100251,Annuity,Transportation,Midwest,48,14.9,61724,0.0829,5117,80483,0.975,361088,2747,0.534,Off Track
100252,401(k),Retail,Midwest,41,9.4,71930,0.0767,5517,60955,0.92,527152,3555,0.593,At Risk
100253,Defined Benefit Pension,Healthcare,Southeast,56,2.3,118912,0.036,4281,500,0.751,50039,4180,0.422,Off Track
100254,Defined Benefit Pension,Construction,Southeast,60,26.2,61663,0.0647,3990,158936,0.969,235184,4730,0.921,On Track
100255,401(k),Manufacturing,Southeast,39,9.3,173462,0.0936,16236,165020,0.593,1711202,8037,0.556,At Risk
100256,401(k),Retail,West,24,16.2,93501,0.1198,11201,183389,0.857,3619776,14399,1.848,On Track
100257,Defined Benefit Pension,Public Sector,Southwest,26,3,81618,0.0562,4587,500,1.122,670235,8355,1.228,On Track
100258,Defined Benefit Pension,Manufacturing,Northeast,51,24.4,96758,0.0392,3793,113162,1.101,335559,8096,1.004,On Track
100259,401(k),Retail,Midwest,66,27.6,28000,0.0634,1775,56533,0.823,56533,1188,0.509,Off Track
100260,Defined Benefit Pension,Public Sector,Midwest,32,0,104813,0.0423,4434,500,1.15,435040,8107,0.928,On Track
100261,Annuity,Education,Midwest,45,10.7,34961,0.0461,1612,28448,0.93,150535,1502,0.515,Off Track
100262,Defined Benefit Pension,Public Sector,Southeast,44,22.6,96350,0.0786,7573,203973,0.836,996284,10472,1.304,On Track
100263,Defined Benefit Pension,Construction,Northeast,71,8.3,55409,0.0762,4222,83666,0.886,83666,2239,0.485,Off Track
100264,Annuity,Education,Southeast,75,15.3,49621,0.0503,2496,60820,0.807,60820,1443,0.349,Off Track
100265,Defined Benefit Pension,Healthcare,Northeast,53,0,121630,0.0637,7748,500,0.957,131714,4597,0.454,Off Track
100266,Defined Benefit Pension,Public Sector,Northeast,59,5.7,69210,0.056,3876,42134,0.823,86804,3032,0.526,Off Track
100267,Defined Benefit Pension,Transportation,Southeast,58,14.4,29130,0.0667,1943,24521,0.895,53180,1956,0.806,On Track
100268,Defined Benefit Pension,Construction,West,33,7.3,99294,0.0832,8261,49693,0.831,1071529,10783,1.303,On Track
100269,Defined Benefit Pension,Retail,Southwest,56,9.1,37822,0.044,1664,16942,0.662,47745,2015,0.639,At Risk
100270,Defined Benefit Pension,Construction,West,36,0,110101,0.0653,7190,500,0.788,532179,8098,0.883,On Track
100271,Defined Benefit Pension,Education,Northeast,46,17.2,71546,0.033,2361,31186,0.849,174064,5606,0.94,On Track
100272,Defined Benefit Pension,Transportation,Southeast,62,1.3,36333,0.0525,1907,26242,0.852,37326,1320,0.436,Off Track
100273,401(k),Education,Southeast,49,24.3,94997,0.1009,9585,253158,0.963,889182,5297,0.669,At Risk
100274,401(k),Healthcare,Southeast,61,6.5,86593,0.0472,4087,42367,0.932,71366,2403,0.333,Off Track
100275,Defined Benefit Pension,Transportation,Southwest,64,18.4,28000,0.0688,1926,33551,0.819,37490,1804,0.773,On Track
100276,Defined Benefit Pension,Public Sector,West,27,17.6,70224,0.0783,5499,84074,0.811,1516972,10323,1.764,On Track
100277,401(k),Transportation,Midwest,22,4.1,80368,0.0842,6767,28654,0.886,1342001,6483,0.968,On Track
100278,Annuity,Manufacturing,Midwest,62,7.4,78735,0.0393,3094,32250,0.829,48260,2129,0.325,Off Track
100279,Annuity,Transportation,Southeast,62,8.3,66827,0.0648,4330,35489,0.808,56053,1858,0.334,Off Track
100280,Defined Benefit Pension,Healthcare,Midwest,51,8.9,92859,0.0531,4931,66198,0.766,253293,5824,0.753,On Track
100281,Defined Benefit Pension,Healthcare,West,53,1.6,87930,0.0512,4502,10578,0.819,97233,4017,0.548,Off Track
100282,Defined Benefit Pension,Manufacturing,Southwest,59,16.3,72872,0.0618,4503,64923,0.926,123504,4265,0.702,On Track
100283,Defined Benefit Pension,Manufacturing,Midwest,58,6.5,65382,0.0577,3773,45108,0.742,99496,3070,0.563,At Risk
100284,401(k),Retail,Northeast,44,11.1,76147,0.0905,6891,85465,0.923,566134,3791,0.597,At Risk
100285,Defined Benefit Pension,Retail,Southwest,59,20.1,55096,0.0815,4490,112605,1.15,191052,3812,0.83,On Track
100286,Defined Benefit Pension,Public Sector,Southeast,44,16.6,43370,0.0957,4151,80279,0.801,438923,4586,1.269,On Track
100287,Defined Benefit Pension,Construction,Northeast,51,7,40534,0.0551,2233,500,0.833,48057,2238,0.662,At Risk
100288,401(k),Retail,Midwest,50,20.3,69200,0.0388,2685,52554,0.809,188445,2358,0.409,Off Track
100289,Defined Benefit Pension,Healthcare,West,38,17.3,47983,0.0547,2625,49723,0.901,407009,4955,1.239,On Track
100290,Annuity,Manufacturing,Southeast,39,6.4,67554,0.069,4661,16950,0.825,352840,2865,0.509,Off Track
100291,Defined Benefit Pension,Public Sector,Southeast,75,7.9,109243,0.0443,4839,64896,0.833,64896,3628,0.399,Off Track
100292,Annuity,Public Sector,Southeast,37,20,66202,0.0481,3184,47570,0.677,461356,3193,0.579,At Risk
100293,Defined Benefit Pension,Healthcare,Southwest,52,18.2,75869,0.0551,4180,89690,0.831,270230,5756,0.91,On Track
100294,Annuity,Transportation,Southwest,55,0,65596,0.0692,4539,20509,0.72,96556,1962,0.359,Off Track
100295,Annuity,Transportation,Southwest,47,4,108582,0.0236,2563,500,0.772,80638,2602,0.288,Off Track
100296,Annuity,Retail,Southeast,56,17.6,118418,0.0727,8609,178934,1.003,401234,3671,0.372,Off Track
100297,401(k),Construction,Southwest,52,2.6,58853,0.0886,5214,1883,0.756,102468,1813,0.37,Off Track
100298,401(k),Construction,Southeast,38,18.4,92378,0.1382,12767,221172,0.816,1879899,8576,1.114,On Track
100299,401(k),Education,Southwest,54,27.5,130552,0.073,9530,325124,0.931,759862,4866,0.447,Off Track
100300,401(k),Education,Southwest,41,15,39502,0.1197,4728,74794,0.828,543092,2810,0.854,On Track
100301,Defined Benefit Pension,Public Sector,West,69,4.6,99449,0.0619,6156,40274,0.93,40274,3039,0.367,Off Track
100302,401(k),Education,Southwest,53,13.4,28000,0.0251,703,15652,1.064,43354,1145,0.491,Off Track
100303,401(k),Retail,Northeast,40,20.3,72829,0.1224,8914,175100,0.915,1240569,5956,0.981,On Track
100304,Annuity,Construction,West,52,12.8,68078,0.0438,2982,25869,0.71,111483,2074,0.366,Off Track
100305,401(k),Transportation,Northeast,37,15.9,28000,0.0725,2030,34914,0.978,317581,2059,0.882,On Track
100306,Defined Benefit Pension,Education,West,51,5.6,102498,0.0685,7021,67699,0.819,300608,5847,0.684,At Risk
100307,401(k),Education,Southeast,45,6.2,76134,0.0577,4393,34664,0.637,272771,2813,0.443,Off Track
100308,Defined Benefit Pension,Manufacturing,Southwest,38,19.2,46037,0.055,2532,30643,0.721,309074,4483,1.169,On Track
100309,Defined Benefit Pension,Manufacturing,Midwest,38,6.3,81200,0.0506,4109,71064,0.834,604462,7425,1.097,On Track
100310,401(k),Manufacturing,West,77,0,97307,0.0553,5381,500,0.941,500,2335,0.288,Off Track
100311,Defined Benefit Pension,Public Sector,Southeast,49,9.5,28000,0.0441,1235,500,0.815,32976,2002,0.858,On Track
100312,Defined Benefit Pension,Healthcare,Northeast,43,14.5,28000,0.0627,1756,54622,0.892,273029,3188,1.366,On Track
100313,Defined Benefit Pension,Transportation,West,41,20.5,70824,0.0548,3881,72292,0.806,489921,6945,1.177,On Track
100314,Defined Benefit Pension,Public Sector,Southeast,54,25.2,50488,0.0483,2439,68649,1.083,166832,4103,0.975,On Track
100315,Defined Benefit Pension,Transportation,West,40,12.7,109478,0.0631,6908,112227,0.775,860668,10361,1.136,On Track
100316,Defined Benefit Pension,Education,Midwest,35,17.3,61628,0.0567,3494,85543,1.025,767545,7181,1.398,On Track
100317,401(k),Public Sector,Southwest,48,13,80664,0.0643,5187,74416,0.857,346726,3172,0.472,Off Track
100318,Defined Benefit Pension,Public Sector,Southeast,48,14.8,66765,0.0527,3519,70359,0.908,288742,5286,0.95,On Track
100319,Annuity,Retail,Midwest,43,10.5,28713,0.0998,2866,60378,0.555,341937,2140,0.894,On Track
100320,Annuity,Public Sector,West,37,15.1,72854,0.0285,2076,13125,1.052,209355,2519,0.415,Off Track
100321,401(k),Public Sector,West,43,6.2,34867,0.0631,2200,19507,0.744,165757,1553,0.534,Off Track
100322,Defined Benefit Pension,Public Sector,Northeast,42,27.8,33496,0.0692,2318,62027,0.942,345864,3828,1.371,On Track
100323,401(k),Manufacturing,West,41,0,41268,0.11,4539,500,0.782,232676,1807,0.526,Off Track
100324,Annuity,Retail,Midwest,51,16.6,38811,0.0508,1972,54008,0.697,163549,1545,0.478,Off Track
100325,401(k),Construction,Southwest,75,14.6,66107,0.0567,3748,95795,0.968,95795,1972,0.358,Off Track
100326,401(k),Transportation,West,64,15,61024,0.0891,5437,117569,0.795,130060,1959,0.385,Off Track
100327,401(k),Transportation,West,71,2.5,79956,0.0974,7788,35904,0.846,35904,2119,0.318,Off Track
100328,401(k),Construction,Southeast,41,0,28000,0.0689,1929,500,0.824,100048,1333,0.571,At Risk
100329,Defined Benefit Pension,Public Sector,Southeast,68,16.8,64953,0.0757,4917,116068,0.641,116068,3375,0.623,At Risk
100330,401(k),Education,West,51,22.7,58523,0.1211,7087,199422,0.715,599808,3462,0.71,On Track
100331,Defined Benefit Pension,Public Sector,Northeast,60,13.8,77639,0.0792,6149,143043,0.613,226086,4519,0.698,At Risk
100332,401(k),Public Sector,Midwest,53,18.4,78982,0.1096,8656,160433,0.749,468849,3537,0.537,Off Track
100333,Annuity,Education,Southwest,44,8.3,76376,0.02,1528,4555,1.047,76594,2165,0.34,Off Track
100334,Defined Benefit Pension,Transportation,Southwest,57,14.7,44272,0.0682,3019,52037,1.005,112820,2739,0.742,On Track
100335,401(k),Retail,West,54,21.8,72691,0.064,4652,131031,1.089,318384,2879,0.475,Off Track
100336,Defined Benefit Pension,Manufacturing,Midwest,27,9.5,57630,0.0384,2213,41926,0.979,684557,6604,1.375,On Track
100337,401(k),Construction,Southwest,47,21.5,108798,0.07,7616,201837,0.898,811489,5038,0.556,At Risk
100338,Defined Benefit Pension,Healthcare,Northeast,58,0,75089,0.0863,6480,500,1.039,55144,2718,0.434,Off Track
100339,Annuity,Manufacturing,West,51,7.1,74223,0.061,4528,47420,0.802,202368,2530,0.409,Off Track
100340,Defined Benefit Pension,Construction,Northeast,54,16.4,36135,0.0497,1796,34120,1.042,91659,2543,0.845,On Track
100341,Annuity,Education,West,39,27.2,55469,0.0443,2457,72725,0.869,476201,2974,0.643,At Risk
100342,401(k),Transportation,Southeast,51,12.1,79246,0.0624,4945,85988,0.863,298330,2976,0.451,Off Track
100343,401(k),Transportation,West,47,3.7,69796,0.0444,3099,500,0.866,97204,2069,0.356,Off Track
100344,401(k),Public Sector,West,46,27,69493,0.0367,2550,73514,1.025,308512,2766,0.478,Off Track
100345,401(k),Healthcare,Southwest,40,11,28000,0.0859,2405,12898,1.107,187306,1624,0.696,At Risk
100346,Annuity,Construction,West,59,17.3,49206,0.0438,2155,32938,0.709,61755,1436,0.35,Off Track
100347,Defined Benefit Pension,Education,Southwest,52,9.3,64302,0.0575,3697,32644,0.981,139435,3865,0.721,On Track
100348,401(k),Construction,Northeast,51,13.1,105647,0.1228,12973,171442,0.829,660242,4534,0.515,Off Track
100349,Defined Benefit Pension,Retail,Southeast,73,7.5,28000,0.0472,1322,32854,0.856,32854,1372,0.588,At Risk
100350,401(k),Retail,Midwest,54,30.1,42766,0.0494,2113,113702,0.868,247475,1894,0.531,Off Track
100351,Defined Benefit Pension,Healthcare,Northeast,62,21.5,28000,0.0565,1582,45486,0.979,59211,2055,0.881,On Track
100352,401(k),Healthcare,Northeast,51,26.1,81111,0.0759,6156,207475,0.699,598450,4023,0.595,At Risk
100353,401(k),Education,Northeast,44,5.7,105212,0.0879,9248,48627,0.697,535163,4117,0.47,Off Track
100354,401(k),Public Sector,West,35,0,82095,0.0852,6994,19993,0.869,667763,4278,0.625,At Risk
100355,401(k),Retail,Midwest,51,9.7,88162,0.1002,8834,91566,0.685,392669,3513,0.478,Off Track
100356,401(k),Transportation,West,22,32.1,43103,0.1244,5362,144533,0.882,2316459,8799,2.45,On Track
100357,401(k),Healthcare,Southwest,51,9.4,82344,0.089,7329,83081,0.98,341858,3198,0.466,Off Track
100358,401(k),Education,Northeast,52,20.4,50371,0.096,4836,144420,0.912,399352,2590,0.617,At Risk
100359,401(k),Healthcare,Southwest,45,3.8,73673,0.1239,9128,56526,0.906,517065,3565,0.581,At Risk
100360,Annuity,Construction,Southeast,47,5.4,86068,0.0315,2711,38212,0.76,192855,2795,0.39,Off Track
100361,Defined Benefit Pension,Healthcare,Midwest,33,11.4,63826,0.094,6000,44408,1.058,831921,7560,1.421,On Track
100362,Defined Benefit Pension,Public Sector,Southwest,65,28.9,94965,0.0561,5328,187664,1.015,187664,6389,0.807,On Track
100363,Defined Benefit Pension,Transportation,Southeast,44,20.8,67419,0.0833,5616,113409,1.02,610140,7090,1.262,On Track
100364,401(k),Manufacturing,Southwest,36,0,79662,0.0558,4445,22275,0.931,448023,3485,0.525,Off Track
100365,Defined Benefit Pension,Retail,Midwest,55,17.3,124947,0.0549,6860,156186,0.742,370126,7831,0.752,On Track
100366,401(k),Public Sector,Northeast,49,2.8,85930,0.0285,2449,500,0.705,64142,2362,0.33,Off Track
100367,401(k),Manufacturing,Southwest,44,6.5,51017,0.0891,4546,28736,1.004,279497,2207,0.519,Off Track
100368,Defined Benefit Pension,Education,Northeast,42,16.1,58547,0.0621,3636,54049,0.802,377330,5583,1.144,On Track
100369,Annuity,Manufacturing,West,48,23.2,96447,0.0237,2286,59084,0.692,223594,3079,0.383,Off Track
100370,401(k),Retail,Midwest,64,22.8,101196,0.135,13661,449808,0.566,490457,3968,0.471,Off Track
100371,Defined Benefit Pension,Healthcare,Northeast,54,14.7,70979,0.0635,4507,78955,0.988,217357,4779,0.808,On Track
100372,Defined Benefit Pension,Public Sector,Midwest,48,14.8,29242,0.0493,1442,19292,0.994,92632,2471,1.014,On Track
100373,Defined Benefit Pension,Public Sector,Southeast,58,22.8,45393,0.0667,3028,67368,1.127,126713,3248,0.859,On Track
100374,Defined Benefit Pension,Education,Northeast,48,0,77061,0.0457,3522,12609,0.886,133319,4008,0.624,At Risk
100375,Defined Benefit Pension,Construction,Midwest,53,26.6,88251,0.058,5119,157402,0.872,403081,7808,1.062,On Track
100376,Annuity,Public Sector,Northeast,50,6.1,100134,0.0763,7640,41698,0.617,277760,3259,0.391,Off Track
100377,401(k),Construction,Midwest,55,14.1,28000,0.0969,2713,54785,0.988,133871,1446,0.62,At Risk
100378,Defined Benefit Pension,Construction,Southeast,43,8,96401,0.0631,6083,46288,0.837,430756,7384,0.919,On Track
100379,401(k),Public Sector,Southwest,34,2.8,111956,0.0792,8867,21853,0.855,884980,5283,0.566,At Risk
100380,401(k),Education,Southwest,59,15.7,28000,0.0931,2607,35786,0.762,68948,1230,0.527,Off Track
100381,Annuity,Manufacturing,Southwest,66,13.9,71851,0.0576,4139,47697,0.85,47697,1955,0.327,Off Track
100382,401(k),Healthcare,Southwest,35,11.2,93218,0.0701,6535,88048,0.899,1022348,5738,0.739,On Track
100383,401(k),Public Sector,Northeast,50,10.8,32480,0.0795,2582,39191,0.818,154022,1513,0.559,At Risk
100384,Defined Benefit Pension,Manufacturing,Midwest,43,24.2,58017,0.0742,4305,118802,0.69,614911,6401,1.324,On Track
100385,Annuity,Public Sector,Southeast,59,29.5,87686,0.0464,4069,146221,0.959,235800,2978,0.408,Off Track
100386,401(k),Transportation,Northeast,51,22,57364,0.0864,4956,119278,0.917,373827,2680,0.561,At Risk
100387,Annuity,Healthcare,Southeast,80,14.2,61818,0.0381,2355,50205,0.826,50205,1713,0.332,Off Track
100388,Defined Benefit Pension,Healthcare,Midwest,44,0,78183,0.06,4691,10158,1.03,222139,4747,0.729,On Track
100389,Annuity,Construction,Southeast,66,17,39246,0.0566,2221,55290,0.831,55290,1184,0.362,Off Track
100390,401(k),Construction,Northeast,68,17.4,42127,0.0911,3838,80058,0.884,80058,1320,0.376,Off Track
100391,Defined Benefit Pension,Construction,Midwest,54,18.2,85115,0.0544,4630,115597,0.594,288756,6197,0.874,On Track
100392,401(k),Education,Northeast,48,2.9,98570,0.0516,5086,17385,0.762,190305,2968,0.361,Off Track
100393,401(k),Construction,Northeast,49,18.8,83159,0.0726,6037,128426,0.909,481232,3683,0.531,Off Track
100394,Defined Benefit Pension,Manufacturing,Midwest,48,24.5,110115,0.0381,4195,112879,0.826,422311,9247,1.008,On Track
100395,401(k),Construction,Northeast,62,4.1,83751,0.0912,7638,32989,0.931,63607,2306,0.33,Off Track
100396,Annuity,Education,Southwest,38,17.5,123717,0.0486,6013,114497,0.6,935207,5451,0.529,Off Track
100397,Defined Benefit Pension,Education,Southwest,46,5.5,73842,0.0518,3825,3531,0.936,139815,4574,0.743,On Track
100398,401(k),Manufacturing,Southwest,45,11.2,79075,0.0601,4752,53102,0.841,345110,3127,0.475,Off Track
100399,401(k),Transportation,Northeast,27,4.4,83290,0.0669,5572,14597,1.025,890883,5052,0.728,On Track
100400,Defined Benefit Pension,Education,Midwest,58,9.2,54415,0.0441,2400,24335,0.846,56736,2651,0.585,At Risk
100401,Annuity,Transportation,Southwest,61,9.3,50270,0.0525,2639,35578,0.932,56461,1445,0.345,Off Track
100402,401(k),Construction,Midwest,40,15.3,46798,0.083,3884,42640,0.93,396099,2490,0.639,At Risk
100403,Defined Benefit Pension,Transportation,Southeast,60,19.1,56440,0.0646,3646,111648,0.974,169963,3678,0.782,On Track
100404,Annuity,Healthcare,Southwest,29,21.7,129981,0.0319,4146,83981,0.899,1178089,6260,0.578,At Risk
100405,Annuity,Manufacturing,Southeast,48,6.8,123001,0.0803,9877,85449,0.862,508753,4029,0.393,Off Track
100406,Defined Benefit Pension,Education,Southwest,46,14.9,62818,0.068,4272,86453,0.837,405795,5585,1.067,On Track
100407,Annuity,Retail,Northeast,49,3.2,60225,0.0836,5035,45907,0.988,245881,2325,0.463,Off Track
100408,Defined Benefit Pension,Construction,West,49,11.1,28000,0.0594,1663,23673,0.823,102831,2291,0.982,On Track
100409,Annuity,Education,Northeast,47,12.3,44161,0.02,883,500,0.792,28717,1200,0.326,Off Track
100410,401(k),Construction,Southwest,43,4.6,49339,0.1279,6310,11829,0.951,316432,2288,0.557,At Risk
100411,401(k),Manufacturing,Southeast,47,16.5,59689,0.0638,3808,79506,0.997,344626,2641,0.531,Off Track
100412,Defined Benefit Pension,Public Sector,Northeast,64,10.8,56049,0.0609,3413,42393,1.048,48350,2389,0.512,Off Track
100413,Annuity,Healthcare,Southwest,41,13.2,78013,0.0478,3729,78273,1.06,506414,3638,0.56,At Risk
100414,Defined Benefit Pension,Public Sector,Southwest,75,21.8,93699,0.0403,3776,109759,0.883,109759,5252,0.673,At Risk
100415,Defined Benefit Pension,Healthcare,Southwest,40,8.6,51622,0.0594,3066,12674,0.939,222610,4201,0.976,On Track
100416,Defined Benefit Pension,Education,Midwest,51,18.8,112234,0.0539,6049,120257,1.115,399010,8265,0.884,On Track
100417,401(k),Healthcare,Northeast,55,23.5,81679,0.0847,6918,231840,0.985,506375,3730,0.548,Off Track
100418,Defined Benefit Pension,Healthcare,Southeast,44,23.1,96872,0.0535,5183,154154,1.056,731339,9615,1.191,On Track
100419,Annuity,Construction,Northeast,65,10.5,59693,0.0352,2101,14252,0.978,14252,1540,0.31,Off Track
100420,401(k),Transportation,Northeast,55,4.2,87301,0.1077,9402,43921,0.769,202582,2858,0.393,Off Track
100421,Defined Benefit Pension,Transportation,Northeast,46,6.3,84698,0.0738,6251,37585,0.833,324751,5879,0.833,On Track
100422,Defined Benefit Pension,Education,Midwest,64,0,113092,0.0525,5937,500,0.669,6467,2496,0.265,Off Track
